0 	 0 	 1 	 1 	 
1 	 0 	 1 	 1 	 
2 	 0 	 1 	 1 	 algorithmique
3 	 0 	 1 	 1 	 
4 	 0 	 1 	 1 	 informatique
5 	 0 	 2 	 1 	 
6 	 0 	 2 	 1 	 
7 	 0 	 2 	 1 	 
8 	 0 	 2 	 1 	 
9 	 0 	 2 	 1 	 
10 	 1 	 3 	 1 	 
11 	 1 	 3 	 1 	 
12 	 1 	 3 	 1 	 
13 	 1 	 3 	 1 	 
14 	 2 	 3 	 1 	 
15 	 2 	 4 	 1 	 informatique
16 	 2 	 4 	 1 	 informatique
17 	 2 	 4 	 1 	 
18 	 2 	 4 	 1 	 eniac	ordinateur
19 	 2 	 4 	 1 	 ordinateurs	informatique
20 	 2 	 4 	 1 	 ordinateurs	informatique
21 	 2 	 4 	 1 	 informatique
22 	 2 	 4 	 1 	 informatique
23 	 2 	 4 	 1 	 
24 	 2 	 4 	 1 	 information
25 	 2 	 4 	 1 	 informatique ubiquitaire	informatique
26 	 3 	 5 	 1 	 informatique
27 	 3 	 5 	 1 	 algorithmique
28 	 3 	 5 	 1 	 
29 	 3 	 5 	 1 	 
30 	 3 	 5 	 1 	 
31 	 3 	 5 	 1 	 ordinateur
32 	 3 	 5 	 1 	 
33 	 3 	 5 	 1 	 
34 	 3 	 5 	 1 	 informatique
35 	 3 	 5 	 1 	 informatique
36 	 3 	 5 	 1 	 
37 	 3 	 5 	 1 	 
38 	 3 	 5 	 1 	 
39 	 4 	 5 	 1 	 algorithmique
40 	 4 	 6 	 1 	 
41 	 4 	 6 	 1 	 
42 	 4 	 6 	 1 	 
43 	 4 	 6 	 1 	 
44 	 4 	 6 	 1 	 informatique
45 	 4 	 6 	 1 	 informatique
46 	 4 	 6 	 1 	 
47 	 4 	 6 	 1 	 informatique
48 	 4 	 6 	 1 	 informatique
49 	 4 	 6 	 1 	 
50 	 4 	 6 	 1 	 
51 	 4 	 6 	 1 	 
52 	 4 	 6 	 1 	 
53 	 4 	 6 	 1 	 
54 	 4 	 6 	 1 	 
55 	 4 	 6 	 1 	 
56 	 5 	 6 	 1 	 
57 	 5 	 7 	 1 	 
58 	 5 	 7 	 1 	 informatique
59 	 5 	 7 	 1 	 modélisation
60 	 5 	 7 	 1 	 
61 	 5 	 7 	 1 	 
62 	 5 	 7 	 1 	 
63 	 5 	 7 	 1 	 
64 	 5 	 7 	 1 	 
65 	 5 	 7 	 1 	 modélisation
66 	 5 	 7 	 1 	 
67 	 5 	 7 	 1 	 
68 	 5 	 7 	 1 	 
69 	 5 	 7 	 1 	 
70 	 5 	 7 	 1 	 
71 	 5 	 7 	 1 	 
72 	 5 	 7 	 1 	 intelligence artificielle
73 	 5 	 7 	 1 	 intelligence artificielle
74 	 5 	 7 	 1 	 
75 	 5 	 7 	 1 	 
76 	 5 	 7 	 1 	 
77 	 5 	 7 	 1 	 
78 	 5 	 7 	 1 	 
79 	 5 	 7 	 1 	 
80 	 5 	 7 	 1 	 
81 	 5 	 7 	 1 	 
82 	 5 	 7 	 1 	 
83 	 5 	 7 	 1 	 
84 	 5 	 7 	 1 	 
85 	 5 	 7 	 1 	 
86 	 5 	 7 	 1 	 
87 	 5 	 7 	 1 	 informatique
88 	 6 	 7 	 1 	 
89 	 6 	 8 	 2 	 réseaux sociaux
90 	 7 	 8 	 2 	 réseaux sociaux
91 	 7 	 8 	 2 	 facebook
92 	 7 	 8 	 2 	 
93 	 7 	 8 	 2 	 facebook
94 	 7 	 8 	 2 	 
95 	 7 	 8 	 2 	 
96 	 7 	 8 	 2 	 
97 	 7 	 8 	 2 	 
98 	 7 	 8 	 2 	 
99 	 7 	 8 	 2 	 facebook
100 	 7 	 8 	 2 	 
101 	 7 	 8 	 2 	 
102 	 7 	 8 	 2 	 
103 	 7 	 8 	 2 	 
104 	 7 	 8 	 2 	 
105 	 7 	 8 	 2 	 réseau social	réseau social
106 	 7 	 8 	 2 	 réseaux sociaux
107 	 7 	 8 	 2 	 
108 	 7 	 8 	 2 	 
109 	 7 	 8 	 2 	 
110 	 7 	 8 	 2 	 facebook
111 	 7 	 8 	 2 	 
112 	 7 	 8 	 2 	 
113 	 7 	 8 	 2 	 
114 	 7 	 8 	 2 	 
115 	 7 	 8 	 2 	 
116 	 7 	 8 	 2 	 
117 	 7 	 8 	 2 	 
118 	 7 	 8 	 2 	 réseaux sociaux
119 	 7 	 8 	 2 	 viadeo et linkedin
120 	 7 	 8 	 2 	 réseaux sociaux
121 	 7 	 8 	 2 	 connexions
